Species,Repository,Number,Carapace-plastron_width,Length-height,ecology,Specimen_number,Unique_ID,Carapace_width_height,Hand_webbing,Source
Malaclemys_terrapin,FLMNH,12681,1.69,2.16,aquatic,FLMNH_12681,Malaclemys_terrapin_FLMNH_12681,1.677852349,2,Lichtig_and_Lucas_2017_original_measurement
Malaclemys_terrapin,UNM,30492,1.66,2.44,aquatic,UNM_30492,Malaclemys_terrapin_UNM_30492,2,2,Lichtig_and_Lucas_2017_original_measurement
Malacochersus_tornieri,MSB,TC137,1.47,3.94,terrestrial,MSB_TC137,Malacochersus_tornieri_MSB_TC137,3.028571429,0,Lichtig_and_Lucas_2017_original_measurement
Malayemys_subtrijuga,USNM,23111,1.45,2.3,aquatic,USNM_23111,Malayemys_subtrijuga_USNM_23111,1.830188679,2,Lichtig_and_Lucas_2017_original_measurement
Malayemys_subtrijuga,USNM,79499,1.71,2.2,aquatic,USNM_79499,Malayemys_subtrijuga_USNM_79499,1.666666667,2,Lichtig_and_Lucas_2017_original_measurement
Manouria_emys,FLMNH,27470,1.42,2.6,terrestrial,FLMNH_27470,Manouria_emys_FLMNH_27470,2.072072072,0,Lichtig_and_Lucas_2017_original_measurement
Manouria_emys,FLMNH,134830,1.32,2.02,terrestrial,FLMNH_134830,Manouria_emys_FLMNH_134830,1.591695502,0,Lichtig_and_Lucas_2017_original_measurement
Mauremys_nigricans,FLMNH,150752,1.9,2.44,aquatic,FLMNH_150752,Mauremys_nigricans_FLMNH_150752,1.776965265,2,Lichtig_and_Lucas_2017_original_measurement
Mauremys_nigricans,FLMNH,76921,1.62,2.51,aquatic,FLMNH_76921,Mauremys_nigricans_FLMNH_76921,1.763374486,2,Lichtig_and_Lucas_2017_original_measurement
Mauremys_reevesii,USNM,82657,1.67,2.6,aquatic,USNM_82657,Mauremys_reevesii_USNM_82657,1.770833333,2,Lichtig_and_Lucas_2017_original_measurement
Meiolania_platyceps,Unknown,Unknown,2.54,2,fossil,Unknown_Unknown,Meiolania_platyceps_Unknown_Unknown,NA,unknown,Lichtig_and_Lucas_2017_original_measurement
Meiolania_platyceps,composite,reconstruction,2.3,2,fossil,composite_reconstruction,Meiolania_platyceps_composite_reconstruction,1.55,unknown,new_measurement_this_study
Mesoclemmys_gibba,FLMNH,56945,1.94,2.83,aquatic,FLMNH_56945,Mesoclemmys_gibba_FLMNH_56945,2.25308642,2,Lichtig_and_Lucas_2017_original_measurement
Mesoclemmys_nasuta,FLMNH,150928,1.8,3.37,aquatic,FLMNH_150928,Mesoclemmys_nasuta_FLMNH_150928,2.570460705,2,Lichtig_and_Lucas_2017_original_measurement
Mesoclemmys_tuberculata,USNM,94452,1.59,2.74,aquatic,USNM_94452,Mesoclemmys_tuberculata_USNM_94452,2.075471698,2,Lichtig_and_Lucas_2017_original_measurement
Pelomedusa_subrufa,FLMNH,153901,2.25,2.71,aquatic,FLMNH_153901,Pelomedusa_subrufa_FLMNH_153901,2.466257669,2,Lichtig_and_Lucas_2017_original_measurement
Pelomedusa_subrufa,FLMNH,153899,1.58,2.11,aquatic,FLMNH_153899,Pelomedusa_subrufa_FLMNH_153899,1.758426966,2,Lichtig_and_Lucas_2017_original_measurement
Pelomedusa_subrufa,USNM,85021,1.93,3.41,aquatic,USNM_85021,Pelomedusa_subrufa_USNM_85021,2.537037037,2,Lichtig_and_Lucas_2017_original_measurement
Pelomedusa_subrufa,USNM,279862,2.23,2.74,aquatic,USNM_279862,Pelomedusa_subrufa_USNM_279862,2.294117647,2,Lichtig_and_Lucas_2017_original_measurement
Pelomedusa_subrufa,USNM,63099,2.25,3.5,aquatic,USNM_63099,Pelomedusa_subrufa_USNM_63099,2.7,2,Lichtig_and_Lucas_2017_original_measurement
Pelusios_castaneus,FLMNH,67488,1.67,2.46,aquatic,FLMNH_67488,Pelusios_castaneus_FLMNH_67488,1.857142857,1,Lichtig_and_Lucas_2017_original_measurement
Platemys_platycephala,USNM,65663,1.42,3.64,aquatic,USNM_65663,Platemys_platycephala_USNM_65663,2.358974359,1,Lichtig_and_Lucas_2017_original_measurement
Platysternon_megacephalum,FLMNH,154242,1.76,3.66,aquatic,FLMNH_154242,Platysternon_megacephalum_FLMNH_154242,3.037204451,1,Lichtig_and_Lucas_2017_original_measurement
Podocnemis_expansa,USNM,65113,1.99,2.45,aquatic,USNM_65113,Podocnemis_expansa_USNM_65113,1.699421965,2,Lichtig_and_Lucas_2017_original_measurement
Podocnemis_lewyana,USNM,108580,2.12,3.04,aquatic,USNM_108580,Podocnemis_lewyana_USNM_108580,2.507042254,2,Lichtig_and_Lucas_2017_original_measurement
Podocnemis_sextuberculata,USNM,51979,2.33,2.86,aquatic,USNM_51979,Podocnemis_sextuberculata_USNM_51979,2.352272727,2,Lichtig_and_Lucas_2017_original_measurement
Podocnemis_sextuberculata,USNM,65111,2.3,2.66,aquatic,USNM_65111,Podocnemis_sextuberculata_USNM_65111,2.27027027,2,Lichtig_and_Lucas_2017_original_measurement
Podocnemis_unifilis,USNM,313861,2.12,2.43,aquatic,USNM_313861,Podocnemis_unifilis_USNM_313861,2.225,2,Lichtig_and_Lucas_2017_original_measurement
Proganochelys_quenstedti,Unknown,Unknown,2.1,2.1,fossil,Unknown_Unknown,Proganochelys_quenstedti_Unknown_Unknown,2.19,unknown,Lichtig_and_Lucas_2017_original_measurement
Proganochelys_quenstedti,SMNS,16980,1.84,2.6,fossil,SMNS_16980,Proganochelys_quenstedti_SMNS_16980,2.79,unknown,new_measurement_this_study
Proterochersis_robusta,Unknown,Unknown,1.94,1.39,fossil,Unknown_Unknown,Proterochersis_robusta_Unknown_Unknown,NA,unknown,Lichtig_and_Lucas_2017_original_measurement
Proterochersis_robusta,SMNS,17561_newly_measured,2.1,2,fossil,SMNS_17561_newly_measured,Proterochersis_robusta_SMNS_17561_newly_measured,1.86,unknown,new_measurement_this_study
Psammobates_geometricus,MPM,3081,1.71,2.06,terrestrial,MPM_3081,Psammobates_geometricus_MPM_3081,1.489361702,0,Lichtig_and_Lucas_2017_original_measurement
Pseudemys_texana,UNM,41220,1.69,2.55,aquatic,UNM_41220,Pseudemys_texana_UNM_41220,1.814516129,2,Lichtig_and_Lucas_2017_original_measurement
Psuedemys_gorzugi,UNM,57543,1.62,2.41,aquatic,UNM_57543,Psuedemys_gorzugi_UNM_57543,1.925531915,2,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_areolata,FLMNH,67524,1.56,2.41,terrestrial,FLMNH_67524,Rhinoclemmys_areolata_FLMNH_67524,2.035897436,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_areolata,MPM,16276,1.42,2.46,terrestrial,MPM_16276,Rhinoclemmys_areolata_MPM_16276,1.807692308,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_areolata,FLMNH,173148,1.56,2.55,terrestrial,FLMNH_173148,Rhinoclemmys_areolata_FLMNH_173148,1.951361868,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_funerea,USNM,14674,1.49,2.87,aquatic,USNM_14674,Rhinoclemmys_funerea_USNM_14674,1.988372093,2,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_funerea,USNM,14751,1.48,2.77,aquatic,USNM_14751,Rhinoclemmys_funerea_USNM_14751,1.91025641,2,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_funerea,USNM,14673,1.57,2.74,aquatic,USNM_14673,Rhinoclemmys_funerea_USNM_14673,1.9375,2,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_funerea,USNM,8270,1.58,2.47,aquatic,USNM_8270,Rhinoclemmys_funerea_USNM_8270,1.82,2,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_pulcherrima,FLMNH,88810,1.65,2.5,terrestrial,FLMNH_88810,Rhinoclemmys_pulcherrima_FLMNH_88810,2.20754717,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_pulcherrima,USNM,135981,1.68,2.56,terrestrial,USNM_135981,Rhinoclemmys_pulcherrima_USNM_135981,2.096153846,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_pulcherrima,USNM,104626,1.43,2.06,terrestrial,USNM_104626,Rhinoclemmys_pulcherrima_USNM_104626,1.540229885,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_rubida,FLMNH,47578,1.38,2.52,terrestrial,FLMNH_47578,Rhinoclemmys_rubida_FLMNH_47578,1.979104478,1,Lichtig_and_Lucas_2017_original_measurement
Rhinoclemmys_rubida,FLMNH,51411,1.38,2.38,terrestrial,FLMNH_51411,Rhinoclemmys_rubida_FLMNH_51411,1.965794769,1,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_minor,MPM,197,2.4,2.21,aquatic,MPM_197,Sternotherus_minor_MPM_197,1.655172414,2,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_odoratus,UNM,30496,2.63,2.36,aquatic,UNM_30496,Sternotherus_odoratus_UNM_30496,1.785714286,2,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_odoratus,UNM,42384,2.14,2.44,aquatic,UNM_42384,Sternotherus_odoratus_UNM_42384,1.764705882,2,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_odoratus,UNM,30494,2.39,2.18,aquatic,UNM_30494,Sternotherus_odoratus_UNM_30494,1.675,2,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_odoratus,UNM,30493,2.21,2.47,aquatic,UNM_30493,Sternotherus_odoratus_UNM_30493,1.684210526,2,Lichtig_and_Lucas_2017_original_measurement
Sternotherus_odoratus,UNM,30495,2.27,2.09,aquatic,UNM_30495,Sternotherus_odoratus_UNM_30495,1.685714286,2,Lichtig_and_Lucas_2017_original_measurement
Stigmochelys_pardalis,FLMNH,19407,1.58,1.93,terrestrial,FLMNH_19407,Stigmochelys_pardalis_FLMNH_19407,1.336917563,0,Lichtig_and_Lucas_2017_original_measurement
Stigmochelys_pardalis,UNM,41268,1.52,1.51,terrestrial,UNM_41268,Stigmochelys_pardalis_UNM_41268,1.111111111,0,Lichtig_and_Lucas_2017_original_measurement
Stigmochelys_pardalis,MPM,3082,1.31,2.26,terrestrial,MPM_3082,Stigmochelys_pardalis_MPM_3082,1.441176471,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,UNM,38691,1.23,1.92,terrestrial,UNM_38691,Terrapene_carolina_UNM_38691,1.475409836,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,MPM,13271,1.22,1.98,terrestrial,MPM_13271,Terrapene_carolina_MPM_13271,1.490566038,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,MPM,13122,1.33,2.13,terrestrial,MPM_13122,Terrapene_carolina_MPM_13122,1.603773585,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,MPM,13270,1.32,1.92,terrestrial,MPM_13270,Terrapene_carolina_MPM_13270,1.516129032,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,UNM,37735,1.36,2.17,terrestrial,UNM_37735,Terrapene_carolina_major_UNM_37735,1.592105263,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina,UNM,51468,1.39,2.29,terrestrial,UNM_51468,Terrapene_carolina_major_UNM_51468,1.694444444,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina_triunguis,UNM,14295,1.31,1.86,terrestrial,UNM_14295,Terrapene_carolina_triuguis_UNM_14295,1.53125,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_carolina_triunguis,UNM,14295_duplicated,1.3,1.87,terrestrial,UNM_14295_duplicated,Terrapene_carolina_triuguis_UNM_14295_duplicated,1.612903226,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_coahuila,FLMNH,153982,1.34,2.12,aquatic,FLMNH_153982,Terrapene_coahuila_FLMNH_153982,1.446581197,1,Lichtig_and_Lucas_2017_original_measurement
Terrapene_coahuila,MPM,11110,1.23,2.08,aquatic,MPM_11110,Terrapene_coahuila_MPM_11110,1.423076923,1,Lichtig_and_Lucas_2017_original_measurement
Terrapene_ornata,UNM,61314,1.31,2.09,terrestrial,UNM_61314,Terrapene_ornata_UNM_61314,1.828571429,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_ornata,UNM,50000,1.38,2.02,terrestrial,UNM_50000,Terrapene_ornata_UNM_50000,1.903846154,0,Lichtig_and_Lucas_2017_original_measurement
Terrapene_ornata,UNM,52130,1.37,1.96,terrestrial,UNM_52130,Terrapene_ornata_UNM_52130,1.711538462,0,Lichtig_and_Lucas_2017_original_measurement
Testudo_graeca,FLMNH,23072,1.63,2.1,terrestrial,FLMNH_23072,Testudo_graeca_FLMNH_23072,1.531818182,0,Lichtig_and_Lucas_2017_original_measurement
Testudo_hermanni,FLMNH,62338,1.66,2.14,terrestrial,FLMNH_62338,Testudo_hermanni_FLMNH_62338,1.752711497,0,Lichtig_and_Lucas_2017_original_measurement
Trachemys_scripta,UNM,68120,1.65,2.51,aquatic,UNM_68120,Trachemys_scripta_UNM_68120,1.897058824,2,Lichtig_and_Lucas_2017_original_measurement
Trachemys_scripta,FLMNH,155219,1.68,2.39,aquatic,FLMNH_155219,Trachemys_scripta_FLMNH_155219,1.729411765,2,Lichtig_and_Lucas_2017_original_measurement
Basilemys_variolosa,CNM,8516,1.55,4.34,fossil,CNM_8516,Basilemys_variolosa_NMC_8516,4.2,unknown,new_measurement_this_study
Basilemys_variolosa,AMNH,5448,1.62,3.86,fossil,AMNH_5448,Basilemys_variolosa_AMNH_5448,2.82,unknown,new_measurement_this_study
Basilemys_sp,DMNS,EPV_103391-4891,1.63,4.33,fossil,DMNS_EPV_103391-4891,Basilemys_sp_DMNS_EPV_103391-4891,3.53,unknown,new_measurement_this_study
